# Displaying trades for selected time interval: All
name,date,quantity,price,state
Mithril arrow,2026-01-16 04:38 PM,7000,20,SOLD
Mithril arrow,2026-01-16 07:19 PM,50,18,SOLD
Mithril arrow,2026-01-17 08:44 AM,7000,17,BOUGHT
Mithril arrow,2026-01-17 08:48 AM,7000,20,SOLD
# Total profit: 41900

Snapdragon seed,2026-01-16 03:31 PM,2,41551,SOLD
# Total profit: 0

Grimy guam leaf,2026-01-16 03:31 PM,1,696,SOLD
# Total profit: 0

Grimy ranarr weed,2026-01-16 03:31 PM,1,5048,SOLD
Grimy ranarr weed,2026-01-16 03:31 PM,1,5048,SOLD
Grimy ranarr weed,2026-01-16 03:31 PM,1,5048,SOLD
Grimy ranarr weed,2026-01-31 04:47 PM,145,5331,CANCELLED_BUY
Grimy ranarr weed,2026-01-31 06:30 PM,145,5365,SOLD
# Total profit: 3979

Lunar isle teleport,2026-01-16 02:28 PM,4,2697,BOUGHT
Lunar isle teleport,2026-01-16 02:30 PM,4,2633,SOLD
Lunar isle teleport,2026-01-16 03:54 PM,120,2433,CANCELLED_BUY
Lunar isle teleport,2026-01-16 04:16 PM,120,2630,SOLD
# Total profit: 23384

Fenkenstrain's castle teleport,2026-01-16 02:41 PM,602,2216,BOUGHT
Fenkenstrain's castle teleport,2026-01-16 03:35 PM,602,2279,SOLD
Fenkenstrain's castle teleport,2026-01-16 04:17 PM,383,2221,BOUGHT
Fenkenstrain's castle teleport,2026-01-16 04:22 PM,383,2278,SOLD
Fenkenstrain's castle teleport,2026-01-16 05:10 PM,304,2223,BOUGHT
Fenkenstrain's castle teleport,2026-01-16 05:16 PM,304,2278,SOLD
# Total profit: 76477

Superior dragon bones,2026-01-16 02:15 PM,166,21701,SOLD
Superior dragon bones,2026-01-16 07:56 PM,1,20923,SOLD
Superior dragon bones,2026-01-31 06:57 PM,55,23710,CANCELLED_BUY
Superior dragon bones,2026-01-31 07:02 PM,55,23798,SOLD
# Total profit: -110495

Dagon'hai robe top,2026-01-16 02:26 PM,1,297092,CANCELLED_BUY
Dagon'hai robe top,2026-01-16 03:49 PM,1,315430,SOLD
Dagon'hai robe top,2026-01-17 08:56 AM,2,295039,BOUGHT
Dagon'hai robe top,2026-01-17 09:06 AM,2,317021,SOLD
# Total profit: 62302

Blighted entangle sack,2026-01-16 02:04 PM,3183,85,CANCELLED_SELL
Blighted entangle sack,2026-01-16 02:16 PM,7404,84,SOLD
Blighted entangle sack,2026-01-16 03:55 PM,228,76,CANCELLED_BUY
Blighted entangle sack,2026-01-16 04:04 PM,228,84,SOLD
# Total profit: 2052

Tarromin potion (unf),2026-01-16 02:04 PM,2502,307,CANCELLED_SELL
Tarromin potion (unf),2026-01-16 03:04 PM,738,306,SOLD
# Total profit: 0

Camelot teleport,2026-01-16 02:26 PM,1619,700,CANCELLED_SELL
Camelot teleport,2026-01-16 05:55 PM,10,890,BOUGHT
# Total profit: -1900

Zulrah's scales,2026-01-16 02:01 PM,20199,171,BOUGHT
Zulrah's scales,2026-01-16 02:11 PM,20199,173,SOLD
Zulrah's scales,2026-01-17 07:34 AM,30000,170,BOUGHT
Zulrah's scales,2026-01-17 07:38 AM,30000,171,SOLD
Zulrah's scales,2026-01-31 11:33 AM,13812,181,BOUGHT
Zulrah's scales,2026-01-31 11:43 AM,13812,184,SOLD
Zulrah's scales,2026-01-31 01:09 PM,16188,182,BOUGHT
Zulrah's scales,2026-01-31 02:27 PM,16188,179,SOLD
Zulrah's scales,2026-01-31 03:32 PM,16188,182,BOUGHT
Zulrah's scales,2026-01-31 03:48 PM,16188,184,SOLD
Zulrah's scales,2026-01-31 06:08 PM,7915,181,CANCELLED_BUY
Zulrah's scales,2026-01-31 06:12 PM,7915,183,SOLD
# Total profit: 111476

Earth talisman,2026-01-15 09:22 PM,1,1599,BOUGHT
# Total profit: 0

Water battlestaff,2026-01-14 09:32 PM,1,8851,SOLD
# Total profit: 0

Battlestaff,2026-01-14 09:25 PM,736,8449,BOUGHT
# Total profit: 0

Water orb,2026-01-14 09:24 PM,736,734,BOUGHT
# Total profit: 0

Jade,2026-01-14 09:21 PM,3,331,SOLD
# Total profit: 0

Diamond,2026-01-14 09:21 PM,31,1686,SOLD
# Total profit: 0

Uncut ruby,2026-01-14 09:15 PM,100,1136,BOUGHT
Uncut ruby,2026-01-14 09:21 PM,1,1079,SOLD
Uncut ruby,2026-01-16 07:39 PM,2,1041,SOLD
Uncut ruby,2026-01-31 06:36 PM,605,1203,BOUGHT
Uncut ruby,2026-01-31 06:52 PM,605,1218,SOLD
# Total profit: 15327

Uncut diamond,2026-01-14 09:13 PM,200,2598,BOUGHT
Uncut diamond,2026-01-14 09:16 PM,177,2520,SOLD
# Total profit: -13806

Uncut emerald,2026-01-14 09:08 PM,110,516,BOUGHT
# Total profit: 0

Stamina potion(4),2026-01-14 08:30 PM,1,8674,BOUGHT
Stamina potion(4),2026-01-31 07:54 PM,297,5610,BOUGHT
Stamina potion(4),2026-01-31 08:26 PM,297,5673,SOLD
# Total profit: 15647

Maple blackjack,2026-01-14 06:49 PM,1,11000,BOUGHT
# Total profit: 0

Saradomin brew(4),2026-01-14 05:56 PM,1,9350,BOUGHT
Saradomin brew(4),2026-01-14 05:57 PM,10,9350,BOUGHT
Saradomin brew(4),2026-01-31 12:17 PM,304,8215,BOUGHT
Saradomin brew(4),2026-01-31 12:34 PM,304,8293,SOLD
# Total profit: 11227

Civitas illa fortis teleport,2026-01-14 05:51 PM,10,901,BOUGHT
Civitas illa fortis teleport,2026-01-14 08:56 PM,1,856,BOUGHT
# Total profit: 0

Quetzal feed,2026-01-14 05:01 PM,30,6326,BOUGHT
# Total profit: 0

Limestone brick,2026-01-14 05:01 PM,12,270,BOUGHT
Limestone brick,2026-01-17 08:02 AM,6,270,BOUGHT
# Total profit: 0

Amulet of fury,2026-01-14 04:47 PM,1,1896762,BOUGHT
Amulet of fury,2026-01-17 07:22 AM,3,1807137,BOUGHT
Amulet of fury,2026-01-17 07:24 AM,3,1813000,SOLD
# Total profit: -72036

Monkey nuts,2026-01-14 03:33 PM,1,122,BOUGHT
Monkey nuts,2026-01-14 03:57 PM,1,122,BOUGHT
# Total profit: 0

Mind altar teleport,2026-01-14 03:27 PM,1,2073,BOUGHT
Mind altar teleport,2026-01-16 02:23 PM,78,1995,CANCELLED_SELL
Mind altar teleport,2026-01-16 02:55 PM,395,1992,SOLD
Mind altar teleport,2026-01-16 04:03 PM,1,1998,BOUGHT
Mind altar teleport,2026-01-16 05:15 PM,1,1995,BOUGHT
# Total profit: -81

Lumbridge teleport,2026-01-14 03:26 PM,100,619,BOUGHT
# Total profit: 0

Orange,2026-01-14 03:25 PM,1,113,BOUGHT
# Total profit: 0

Harmony island teleport,2026-01-14 02:56 PM,2,2769,BOUGHT
# Total profit: 0

Garlic,2026-01-12 08:58 PM,1,20,BOUGHT
# Total profit: 0

Silver dust,2026-01-12 08:58 PM,1,772,BOUGHT
# Total profit: 0

Garlic powder,2026-01-12 08:57 PM,1,130,BOUGHT
Garlic powder,2026-01-12 09:06 PM,1,118,SOLD
# Total profit: -12

Barb-tail harpoon,2026-01-11 09:54 AM,1,20,BOUGHT
# Total profit: 0

Super fishing potion(4),2026-01-11 09:53 AM,1,2800,BOUGHT
# Total profit: 0

Impling jar,2026-01-11 09:10 AM,1,726,BOUGHT
# Total profit: 0

Pure essence,2026-01-11 09:09 AM,1000,2,BOUGHT
# Total profit: 0

Karambwan vessel,2026-01-10 11:06 PM,1,2331,BOUGHT
# Total profit: 0

Trading sticks,2026-01-10 11:06 PM,500,6,BOUGHT
# Total profit: 0

Opal,2026-01-10 11:06 PM,3,213,BOUGHT
# Total profit: 0

Teasing stick,2026-01-10 11:05 PM,1,11,BOUGHT
# Total profit: 0

Arrow shaft,2026-01-10 11:05 PM,1,1,BOUGHT
# Total profit: 0

Gout tuber,2026-01-10 11:04 PM,1,355000,BOUGHT
# Total profit: 0

Spider carcass,2026-01-10 10:58 PM,1,522,BOUGHT
# Total profit: 0

Admiral pie,2026-01-10 10:56 PM,2,103,BOUGHT
Admiral pie,2026-01-16 04:12 PM,1,107,BOUGHT
# Total profit: 0

King worm,2026-01-10 09:41 PM,1,371,BOUGHT
# Total profit: 0

Mahogany logs,2026-01-10 09:11 PM,20,210,BOUGHT
# Total profit: 0

Compost,2026-01-10 08:06 PM,1,9,BOUGHT
# Total profit: 0

Limpwurt seed,2026-01-10 08:06 PM,1,30,BOUGHT
# Total profit: 0

Limpwurt root,2026-01-10 08:05 PM,1,260,BOUGHT
# Total profit: 0

Bow string,2026-01-10 08:05 PM,1,78,BOUGHT
# Total profit: 0

Maple shortbow (u),2026-01-10 08:05 PM,1,81,BOUGHT
# Total profit: 0

Rune thrownaxe,2026-01-10 06:19 PM,1,220,BOUGHT
# Total profit: 0

Butterfly jar,2026-01-10 06:17 PM,1,10,BOUGHT
# Total profit: 0

Butterfly net,2026-01-10 06:17 PM,1,5,BOUGHT
# Total profit: 0

Marrentill,2026-01-10 05:38 PM,1,188,BOUGHT
# Total profit: 0

Bullseye lantern,2026-01-10 05:30 PM,1,1135,BOUGHT
# Total profit: 0

Willow branch,2026-01-10 05:19 PM,6,2615,BOUGHT
# Total profit: 0

Brown apron,2026-01-10 05:18 PM,1,50,BOUGHT
# Total profit: 0

Watermelon,2026-01-10 05:18 PM,1,19,BOUGHT
# Total profit: 0

Empty sack,2026-01-10 05:18 PM,1,3,BOUGHT
# Total profit: 0

Crystal key,2026-01-10 05:18 PM,1,20999,BOUGHT
# Total profit: 0

Combat bracelet(6),2026-01-10 05:18 PM,1,12864,BOUGHT
# Total profit: 0

Teleport to house,2026-01-10 04:54 PM,1,530,BOUGHT
Teleport to house,2026-01-12 07:47 PM,1000,520,BOUGHT
Teleport to house,2026-01-17 08:59 AM,4165,528,CANCELLED_BUY
Teleport to house,2026-01-17 09:08 AM,4165,535,SOLD
# Total profit: 37153

Goat horn dust,2026-01-10 04:54 PM,1,77,BOUGHT
# Total profit: 0

Yanillian hops,2026-01-10 03:46 PM,200,402,BOUGHT
Yanillian hops,2026-01-10 10:30 PM,200,415,SOLD
# Total profit: 2600

Mahogany sapling,2026-01-10 03:46 PM,20,1123,BOUGHT
Mahogany sapling,2026-01-10 03:53 PM,5,1109,SOLD
# Total profit: -70

Yew logs,2026-01-10 02:39 PM,11,190,BOUGHT
Yew logs,2026-01-10 02:54 PM,20,189,BOUGHT
Yew logs,2026-01-10 02:55 PM,100,190,BOUGHT
Yew logs,2026-01-16 05:18 PM,12000,167,BOUGHT
Yew logs,2026-01-16 05:55 PM,12000,172,SOLD
Yew logs,2026-01-17 07:30 AM,12000,171,SOLD
# Total profit: 57531

Raw swordfish,2026-01-10 02:39 PM,1,194,BOUGHT
# Total profit: 0

Strawberry seed,2026-01-10 02:38 PM,5,25,BOUGHT
# Total profit: 0

Mith grapple,2026-01-10 02:38 PM,1,3108,BOUGHT
Mith grapple,2026-01-11 09:09 AM,2,3000,BOUGHT
Mith grapple,2026-01-16 07:39 PM,2,2045,SOLD
# Total profit: -2018

Willow shortbow (u),2026-01-10 02:53 PM,2378,37,SOLD
# Total profit: 0

Emerald,2026-01-10 09:26 AM,1,451,BOUGHT
Emerald,2026-01-15 06:32 PM,120,484,SOLD
# Total profit: 33

Defence potion(4),2026-01-10 03:34 AM,2,750,BOUGHT
# Total profit: 0

Pot of cornflour,2026-01-09 11:58 PM,1,1997,BOUGHT
# Total profit: 0

Pot of cream,2026-01-09 11:58 PM,1,16,BOUGHT
# Total profit: 0

Raw chicken,2026-01-09 11:58 PM,1,40,BOUGHT
Raw chicken,2026-01-10 01:13 AM,1,40,BOUGHT
Raw chicken,2026-01-10 02:38 PM,1,29,BOUGHT
# Total profit: 0

Falador teleport,2026-01-09 11:14 PM,1,650,BOUGHT
# Total profit: 0

Oranges(5),2025-12-31 02:44 PM,10,569,BOUGHT
Oranges(5),2026-01-10 03:51 PM,100,657,BOUGHT
# Total profit: 0

Maple sapling,2025-12-31 02:43 PM,10,3696,BOUGHT
Maple sapling,2026-01-10 03:50 PM,20,3793,BOUGHT
# Total profit: 0

Adamant bolts,2025-12-31 02:11 PM,478,199,SOLD
# Total profit: 0

Broad bolts,2025-12-31 02:11 PM,3000,68,BOUGHT
Broad bolts,2026-01-10 02:37 PM,1000,62,BOUGHT
Broad bolts,2026-01-10 11:12 PM,1000,63,BOUGHT
# Total profit: 0

Games necklace(8),2025-12-30 10:51 PM,1,741,BOUGHT
Games necklace(8),2026-01-10 01:55 AM,1,718,BOUGHT
Games necklace(8),2026-01-16 06:18 PM,1,707,BOUGHT
# Total profit: 0

Supercompost,2025-12-30 10:51 PM,1,37,BOUGHT
Supercompost,2025-12-30 10:51 PM,7,37,BOUGHT
# Total profit: 0

Curry sapling,2025-12-30 10:14 PM,1,879,BOUGHT
# Total profit: 0

Red topaz machete,2025-12-30 10:07 PM,1,15000,BOUGHT
# Total profit: 0

Willow logs,2025-12-30 09:32 PM,1,56,BOUGHT
Willow logs,2026-01-10 12:32 PM,3000,43,BOUGHT
Willow logs,2026-01-10 02:39 PM,622,42,SOLD
Willow logs,2026-01-10 09:11 PM,11,47,BOUGHT
# Total profit: -635

Bucket of sand,2025-12-30 08:56 PM,1,17,BOUGHT
Bucket of sand,2026-01-16 07:48 PM,84,15,SOLD
# Total profit: -2

White berries,2025-12-30 08:55 PM,1,297,BOUGHT
# Total profit: 0

Beer,2025-12-30 08:55 PM,1,78,BOUGHT
# Total profit: 0

Unpowered orb,2025-12-30 08:54 PM,412,68,SOLD
Unpowered orb,2026-01-17 07:28 AM,3501,69,CANCELLED_BUY
Unpowered orb,2026-01-17 07:41 AM,3501,75,SOLD
# Total profit: 18122

Glassblowing pipe,2025-12-30 08:35 PM,1,100,BOUGHT
Glassblowing pipe,2026-01-16 07:56 PM,1,132,SOLD
# Total profit: 32

Sapphire dragon bolts (e),2025-12-30 08:16 PM,1,4000,BOUGHT
Sapphire dragon bolts (e),2025-12-30 09:01 PM,1,3920,SOLD
Sapphire dragon bolts (e),2025-12-31 01:51 PM,1,3750,BOUGHT
Sapphire dragon bolts (e),2025-12-31 01:52 PM,1,3966,SOLD
# Total profit: 136

Raw cod,2025-12-30 07:38 PM,1,44,BOUGHT
# Total profit: 0

Steel arrow,2025-12-30 07:24 PM,4,26,SOLD
Steel arrow,2026-01-16 07:30 PM,932,28,SOLD
# Total profit: 0

Mahogany plank,2025-12-30 07:06 PM,1,1899,BOUGHT
Mahogany plank,2026-01-17 08:43 AM,100,1821,BOUGHT
Mahogany plank,2026-01-17 09:37 AM,1000,1821,BOUGHT
Mahogany plank,2026-01-31 04:23 PM,861,1972,BOUGHT
Mahogany plank,2026-01-31 04:38 PM,861,1931,SOLD
Mahogany plank,2026-01-31 05:16 PM,1176,2001,BOUGHT
Mahogany plank,2026-01-31 05:18 PM,1176,2028,SOLD
Mahogany plank,2026-01-31 07:15 PM,753,2000,BOUGHT
Mahogany plank,2026-01-31 07:19 PM,14,2058,CANCELLED_SELL
Mahogany plank,2026-01-31 07:27 PM,739,2049,SOLD
Mahogany plank,2026-01-31 07:30 PM,1490,2000,BOUGHT
Mahogany plank,2026-01-31 07:51 PM,1490,2058,SOLD
Mahogany plank,2026-01-31 08:37 PM,541,2019,BOUGHT
Mahogany plank,2026-01-31 08:43 PM,541,2035,SOLD
Mahogany plank,2026-01-31 08:44 PM,698,1984,BOUGHT
Mahogany plank,2026-01-31 08:44 PM,698,2030,SOLD
Mahogany plank,2026-01-31 08:51 PM,1143,1991,BOUGHT
Mahogany plank,2026-01-31 08:58 PM,1143,2027,SOLD
Mahogany plank,2026-01-31 09:05 PM,1147,1982,BOUGHT
Mahogany plank,2026-02-01 09:21 AM,1147,1975,SOLD
# Total profit: 370960

Oak plank,2025-12-30 07:06 PM,10,350,BOUGHT
Oak plank,2025-12-30 07:18 PM,100,359,BOUGHT
Oak plank,2026-01-10 06:17 PM,1,373,BOUGHT
Oak plank,2026-01-16 07:55 PM,94,361,SOLD
Oak plank,2026-01-17 07:50 AM,356,375,CANCELLED_BUY
Oak plank,2026-01-17 07:50 AM,644,376,BOUGHT
Oak plank,2026-01-17 08:58 AM,5000,383,BOUGHT
# Total profit: 278

Bear fur,2025-12-30 06:59 PM,1,82,BOUGHT
# Total profit: 0

Fire talisman,2025-12-30 05:01 PM,1,1685,BOUGHT
# Total profit: 0

Mind talisman,2025-12-30 05:01 PM,1,2490,BOUGHT
# Total profit: 0

Ranging potion(4),2025-12-28 11:49 AM,10,4962,BOUGHT
# Total profit: 0

Necklace mould,2025-12-27 12:04 PM,1,430,BOUGHT
# Total profit: 0

Ring mould,2025-12-27 12:03 PM,1,300,BOUGHT
# Total profit: 0

Ruby,2025-12-27 12:03 PM,1,840,BOUGHT
Ruby,2025-12-27 12:03 PM,1,840,BOUGHT
Ruby,2026-01-14 09:24 PM,116,873,SOLD
# Total profit: 66

Bass,2025-12-27 12:03 PM,1,165,BOUGHT
# Total profit: 0

Tuna,2025-12-27 12:02 PM,1,112,BOUGHT
Tuna,2026-01-16 04:50 PM,6000,94,BOUGHT
Tuna,2026-01-16 06:15 PM,6000,99,SOLD
# Total profit: 29982

Salmon,2025-12-27 12:02 PM,1,61,BOUGHT
# Total profit: 0

Shrimps,2025-12-27 12:02 PM,1,21,BOUGHT
# Total profit: 0

Burnt page,2025-12-27 11:57 AM,10,5814,BOUGHT
# Total profit: 0

Mystic steam staff,2025-12-26 10:53 AM,1,125775,BOUGHT
# Total profit: 0

Yak-hide armour,2025-12-26 09:21 AM,1,9999,BOUGHT
Yak-hide armour,2026-01-16 06:52 PM,1,1847,SOLD
# Total profit: -8152

Yak-hide armour,2025-12-26 09:21 AM,1,4916,BOUGHT
Yak-hide armour,2026-01-16 06:52 PM,1,1516,SOLD
# Total profit: -3400

Neitiznot shield,2025-12-26 09:21 AM,1,3087,BOUGHT
# Total profit: 0

Split log,2025-12-26 09:20 AM,8,990,BOUGHT
# Total profit: 0

Raw tuna,2025-12-26 09:20 AM,1,116,BOUGHT
# Total profit: 0

Bones to peaches,2025-12-25 01:06 PM,1,850,BOUGHT
# Total profit: 0

Ball of wool,2025-12-24 11:04 AM,4,29,BOUGHT
Ball of wool,2026-01-16 07:41 PM,1,56,SOLD
# Total profit: 27

Limestone,2025-12-24 11:03 AM,1,189,BOUGHT
# Total profit: 0

Summer pie,2025-12-23 08:15 PM,10,988,BOUGHT
Summer pie,2026-01-16 07:23 PM,59,1054,SOLD
# Total profit: 660

Ice plateau teleport,2025-12-23 08:15 PM,1,2000,BOUGHT
# Total profit: 0

Marigolds,2025-12-23 09:39 AM,1,87,SOLD
# Total profit: 0

Mort'ton teleport,2025-12-22 10:33 PM,2,17844,BOUGHT
Mort'ton teleport,2025-12-22 10:54 PM,2,17840,BOUGHT
Mort'ton teleport,2026-01-12 08:59 PM,2,17649,BOUGHT
# Total profit: 0

Blood moon armour set,2025-12-21 09:28 AM,1,13389999,BOUGHT
# Total profit: 0

Old school bond,2025-12-21 09:24 AM,1,14900000,SOLD
# Total profit: 0

Weapon poison(+),2025-12-21 01:19 AM,1,870,BOUGHT
# Total profit: 0

Unlit torch,2025-12-21 12:57 AM,1,40,BOUGHT
# Total profit: 0

Needle,2025-12-21 12:29 AM,1,27,BOUGHT
Needle,2025-12-30 06:58 PM,1,29,BOUGHT
# Total profit: 0

Sanfew serum(4),2025-12-20 11:32 PM,1,14370,BOUGHT
# Total profit: 0

Charcoal,2025-12-20 10:11 PM,1,183,BOUGHT
Charcoal,2026-01-16 07:47 PM,2,196,SOLD
# Total profit: 13

Tomato,2025-12-20 09:59 PM,1,23,BOUGHT
# Total profit: 0

Cabbage,2025-12-20 09:58 PM,1,35,BOUGHT
Cabbage,2026-01-16 04:07 PM,6000,11,BOUGHT
Cabbage,2026-01-16 04:38 PM,6000,15,SOLD
# Total profit: 23976

Wolf bones,2025-12-20 09:36 PM,4,999,BOUGHT
# Total profit: 0

Bronze wire,2025-12-20 09:11 PM,1,337,BOUGHT
Bronze wire,2025-12-20 09:12 PM,2,337,BOUGHT
Bronze wire,2025-12-20 10:11 PM,1,372,BOUGHT
# Total profit: 0

Molten glass,2025-12-20 08:38 PM,1,105,BOUGHT
Molten glass,2025-12-21 12:05 AM,1,105,BOUGHT
Molten glass,2025-12-30 07:23 PM,3,140,BOUGHT
Molten glass,2025-12-30 08:35 PM,1,140,BOUGHT
Molten glass,2025-12-30 08:36 PM,1000,140,BOUGHT
Molten glass,2025-12-30 08:54 PM,589,133,SOLD
# Total profit: -4053

Yew shortbow (u),2025-12-20 06:47 PM,319,300,CANCELLED_BUY
Yew shortbow (u),2025-12-20 06:51 PM,319,343,SOLD
Yew shortbow (u),2025-12-20 10:02 PM,1769,343,SOLD
Yew shortbow (u),2025-12-20 10:41 PM,10000,299,BOUGHT
Yew shortbow (u),2025-12-20 11:32 PM,5892,343,CANCELLED_SELL
Yew shortbow (u),2025-12-21 08:48 AM,2339,339,SOLD
Yew shortbow (u),2025-12-21 09:47 AM,10000,274,BOUGHT
Yew shortbow (u),2025-12-25 12:49 PM,29831,304,SOLD
Yew shortbow (u),2025-12-26 09:16 AM,8882,250,BUYING
Yew shortbow (u),2025-12-27 11:59 AM,897,250,CANCELLED_BUY
Yew shortbow (u),2026-01-10 08:03 PM,17083,282,CANCELLED_BUY
Yew shortbow (u),2026-01-11 06:16 PM,50000,282,BOUGHT
Yew shortbow (u),2026-01-12 07:20 PM,11316,481,SELLING
# Total profit: 3745455

Snape grass seed,2025-12-20 06:35 PM,1,2200,BOUGHT
Snape grass seed,2025-12-20 06:35 PM,1,2050,BOUGHT
Snape grass seed,2025-12-20 06:35 PM,1,2100,BOUGHT
Snape grass seed,2025-12-20 06:36 PM,1,2020,CANCELLED_BUY
Snape grass seed,2025-12-20 06:37 PM,4,2235,SOLD
Snape grass seed,2025-12-20 06:40 PM,17,2050,CANCELLED_BUY
Snape grass seed,2025-12-20 06:43 PM,17,2450,SOLD
Snape grass seed,2025-12-30 01:52 PM,3,1688,SOLD
# Total profit: 7370

Chef's hat,2025-12-20 06:18 PM,1,499,BOUGHT
# Total profit: 0

Dwarven stout,2025-12-20 06:10 PM,1,200,BOUGHT
# Total profit: 0

Seed dibber,2025-12-20 06:10 PM,1,77,BOUGHT
# Total profit: 0

Barley malt,2025-12-20 06:10 PM,2,646,BOUGHT
# Total profit: 0

Bucket of water,2025-12-20 06:10 PM,2,26,BOUGHT
# Total profit: 0

Steel bar,2025-12-20 05:02 PM,10,535,BOUGHT
Steel bar,2026-01-31 04:14 PM,2488,521,BOUGHT
Steel bar,2026-01-31 04:19 PM,2488,532,SOLD
Steel bar,2026-01-31 04:45 PM,610,528,CANCELLED_BUY
Steel bar,2026-01-31 04:47 PM,610,548,SOLD
Steel bar,2026-01-31 05:56 PM,6710,531,BOUGHT
Steel bar,2026-01-31 06:10 PM,6710,548,SOLD
Steel bar,2026-01-31 06:31 PM,192,542,CANCELLED_BUY
Steel bar,2026-01-31 06:32 PM,192,548,SOLD
Steel bar,2026-01-31 08:33 PM,2488,546,BOUGHT
Steel bar,2026-01-31 08:36 PM,2488,551,SOLD
# Total profit: 167340

Mithril bar,2025-12-20 05:02 PM,10,833,BOUGHT
Mithril bar,2026-01-17 10:01 AM,100,964,BOUGHT
# Total profit: 0

Gold bar,2025-12-20 05:00 PM,10,112,BOUGHT
Gold bar,2026-01-16 07:34 PM,10000,103,BOUGHT
Gold bar,2026-01-16 07:47 PM,10000,106,SOLD
# Total profit: 29910

Silver bar,2025-12-20 05:00 PM,10,109,BOUGHT
# Total profit: 0

Bronze bar,2025-12-20 04:59 PM,10,83,BOUGHT
# Total profit: 0

Mithril ore,2025-12-20 04:59 PM,10,114,BOUGHT
Mithril ore,2026-01-16 07:20 PM,7,96,SOLD
# Total profit: -126

Gold ore,2025-12-20 04:59 PM,10,112,BOUGHT
# Total profit: 0

Silver ore,2025-12-20 04:59 PM,10,51,BOUGHT
# Total profit: 0

Tin ore,2025-12-20 04:58 PM,10,13,BOUGHT
Tin ore,2026-01-16 06:50 PM,10,10,SOLD
# Total profit: -30

Copper ore,2025-12-20 04:58 PM,10,12,BOUGHT
Copper ore,2026-01-16 06:50 PM,7,8,SOLD
# Total profit: -28

Clay,2025-12-20 04:58 PM,10,122,BOUGHT
Clay,2026-01-16 06:50 PM,12,136,SOLD
# Total profit: 140

Sapphire,2025-12-20 04:57 PM,3,265,BOUGHT
Sapphire,2026-01-15 06:32 PM,6,267,SOLD
# Total profit: 6

Uncut sapphire,2025-12-20 04:57 PM,1,351,BOUGHT
Uncut sapphire,2026-01-14 09:21 PM,12,272,SOLD
# Total profit: -79

Jangerberries,2025-12-20 02:52 PM,1,340,BOUGHT
# Total profit: 0

Guam potion (unf),2025-12-20 02:52 PM,1,405,BOUGHT
# Total profit: 0

Dragon bones,2025-12-20 02:51 PM,1,1471,BOUGHT
# Total profit: 0

Dwarven stout(m),2025-12-20 02:50 PM,1,14777,BOUGHT
Dwarven stout(m),2026-01-16 07:20 PM,2,14627,SOLD
# Total profit: -150

Adamant pickaxe,2025-12-20 02:41 PM,1,1895,BOUGHT
# Total profit: 0

Marrentill potion (unf),2025-12-20 02:17 PM,1,293,BOUGHT
# Total profit: 0

Vodka,2025-12-20 02:17 PM,2,75,BOUGHT
# Total profit: 0

Digsite teleport,2025-12-20 02:16 PM,5,10845,BOUGHT
# Total profit: 0

Rune essence,2025-12-20 12:55 PM,10,12,BOUGHT
Rune essence,2025-12-30 06:03 PM,100,12,BOUGHT
# Total profit: 0

Dragon sword,2025-12-19 06:13 PM,1,223827,SOLD
# Total profit: 0

Abyssal dagger,2025-12-19 06:12 PM,1,3400000,BOUGHT
# Total profit: 0

Dust battlestaff,2025-12-19 01:43 PM,1,13766,BOUGHT
# Total profit: 0

Earth rune,2025-12-19 12:40 PM,1000,5,BOUGHT
# Total profit: 0

Tinderbox,2025-12-19 11:27 AM,1,81,BOUGHT
# Total profit: 0

Weeds,2025-12-19 11:27 AM,1,329,BOUGHT
# Total profit: 0

Red spiders' eggs,2025-12-19 11:26 AM,1,158,BOUGHT
# Total profit: 0

Kwuarm,2025-12-19 11:26 AM,1,3301,BOUGHT
Kwuarm,2026-01-10 05:38 PM,1,3235,BOUGHT
# Total profit: 0

Unicorn horn dust,2025-12-19 11:26 AM,1,234,BOUGHT
Unicorn horn dust,2026-01-10 05:38 PM,1,185,BOUGHT
# Total profit: 0

Asgarnian ale,2025-12-19 10:21 AM,1,152,BOUGHT
Asgarnian ale,2025-12-19 10:21 AM,3,152,BOUGHT
# Total profit: 0

Egg,2025-12-19 10:20 AM,1,29,BOUGHT
# Total profit: 0

Pot of flour,2025-12-19 10:20 AM,1,123,BOUGHT
# Total profit: 0

Catherby teleport,2025-12-19 09:51 AM,1,1589,BOUGHT
# Total profit: 0

Redberry pie,2025-12-18 08:20 PM,1,221,BOUGHT
Redberry pie,2025-12-20 04:57 PM,1,174,BOUGHT
# Total profit: 0

Swamp paste,2025-12-18 03:31 PM,1,20,BOUGHT
# Total profit: 0

Soft clay,2025-12-18 02:57 PM,1,124,BOUGHT
Soft clay,2025-12-18 02:57 PM,3,124,BOUGHT
Soft clay,2025-12-30 06:59 PM,1,196,BOUGHT
Soft clay,2025-12-30 09:32 PM,1,190,BOUGHT
Soft clay,2026-01-14 05:02 PM,12,244,BOUGHT
# Total profit: 0

